name,city,price
Self Catering suite in Beach Villa,Cape Town,587
Spacious and modern family-friendly home,Cape Town,1203
Bantry Bay International Resort,Cape Town,5006
Ideal base 4 a holiday in Cape Town,Brackenfell,867
Garden flat in Higgovale,Cape Town,895
Modern apartment ocean views,Cape Town,1007
Breathtaking Apt with Ocean Views of Fresnaye Bay!,Cape Town,3594
Central and secure family home,Cape Town,2405
Ocean Breeze Cottage 4,Cape Town,699
Victorian gem in city bowl,Cape Town,4419
NY Loft Style Apartment - Cape Town,Cape Town,825
Bayscapes - The Breathtaking Views - Sunny Cove,Cape Town,2252
"Prime Area, 170m2 of Luxury, Communal Pool & Gym.",Cape Town,2154
Lovely sunny home with Mountain View’s,Cape Town,2196
Warm and Spacious 1 Bedroom in Green Point,Cape Town,503
Great Two Bedroom Minimalistic Apartment,Cape Town,350
"Homely Rondebosch 4b, mountain view",Cape Town,699
"Ocean Views in Cape Town, Kommetjie",Cape Town,3300
Studio Apartment Tabu house,Cape Town,559
Private Cottage,Cape Town,1007
Stylish City Living in the heart of Cape Town,Cape Town,1007
Canal and palm views apartment,Cape Town,1007
Studio apartment in Sea Point,Cape Town,993
Secure and functional Vredehoek apartment,Cape Town,2699
Resort Complex,Cape Town,643
La Montagne,Cape Town,2503
Beautiful Views & Great Location,Cape Town,2643
Charming family-friendly apartment,Cape Town,2210
Designer Home - Perfect Location w Outdoor Areas,Cape Town,4545
Algarkirk Rd. Fresnaye Sea Point,Cape Town,2503
Stunning Ocean View Apartment,Cape Town,1301
NYC-style loft apartment in trendy DeWaterkant,Cape Town,895
Fully furnished bachelor pad.,Cape Town,517
Cosy seperate entrance in Village,Cape Town,266
Contemporary family home,Cape Town,2265
Trixie Self Catering - Studio,Cape Town,895
Contemporary holiday home on Camps Bay Beach,Cape Town,7496
Relax and Recharge in a Collector Art Deco Apartment in Central Sea Point,Cape Town,713
Collector Art Deco Flat SeaPoint: 1,Cape Town,1301
Historic Brewery Lodge,Cape Town,951
Room with a view of Table Mountain,Cape Town,406
Beautiful room in an artfilled home,Cape Town,406
Inner City Apartment,Cape Town,2252
CAMPS BAY - BROOK BUNGALOW  BAKOVEN,Cape Town,25004
Loft apartment in surf town,Cape Town,406
Cottage On Weaver,Cape Town,755
Central Family Home,Cape Town,3147
The Penthouse,Cape Town,74999
Cute little bedsitter,Cape Town,350
"Comfortable Self Catering, 2BR Unit",Cape Town,993
Spring Tide Inn Bed&Breakfast,Cape Town,755
Happy apartment in Cape Town Gardens super central,Cape Town,853
In tune with nature,Cape Town,2196
Privat studio in Gardens,Cape Town,1091
Spacious contemporary family home,Cape Town,2503
2-bed beachfront flat,Cape Town,643
Schoongezicht Guest House - Volare,Cape Town,1007
Large home with stunning Bay views,Cape Town,1203
Cape Valley Lodge,Cape Town,699
3 Bed Modern Home in Stonehurst Mountain Estate,Cape Town,2000
"Ocean Poppy:  Large Deck / Sea Views, BBQ &Jacuzzi",Cape Town,1734
Sunny Cape Town apartment with stunning view.,Cape Town,699
Beachfront Villa with Pool at  Sunset Beach,Cape Town,4895
Immaculate Beach Front Apartment (JB),Kaapstad,3202
Convenient & fresh inner-city flat.,Cape Town,699
Flat with own Pool and stunning sea view,Cape Town,1650
Family home with mountain views,Cape Town,4881
Stylish comfort & character in trendy hub,Cape Town,1594
Watch the Sunrise in a Home with a Mountain View,Cape Town,1832
Stunning Durbanville family home,"Durbanville, Cape Town",1203
A neat house under shady trees.,Cape Town,2000
Nature's gift,Cape Town,2895
Mouille Grange,Cape Town,1301
Large Family Home - Tokai Cape Town,Cape Town,5496
Pandora's Scott Estate - Western Cape,Cape Town,3790
Room with En Suite Bathroom,Cape Town,294
Lemon-tree Cottage,Tableview,489
Double en-suite rooms with air con,Cape Town,895
Convenient suburban/country-side bliss.,Cape Town,853
"Cosy studio designer's flat,harbour view",Cape Town,895
Disa Villa,Cape Town,4419
ALL SEASONS BED & BREAKFAST,Cape Town,545
The White Manor,Cape Town,2797
All Seasons Bed & Breakfast Table View Cape Town,Cape Town,545
"Afribode Mainhill 301 super studio, Cape Town",Cape Town,1301
Sunny apartment in sea side town,Cape Town,503
Constantia garden studio with pool,Cape Town,1594
"2 bedrooms, kitchen and bathroom",Cape Town,1119
Holiday accommodation in Cape Town,Cape Town,573
All Seasons B & B Table View,Cape Town,503
"Family Home in Belliville,Cape Town",Cape Town,2797
"Doppelzimmer in Camps Bay, Bakoven",Cape Town,797
Sunny Room in City Centre Flat,Cape Town,280
Villa 360 Views,Cape Town,9006
Charming cottage nestled into Table Mountain,Cape Town,685
Parsley (price per room),Cape Town,895
Bright central Victorian home,Cape Town,475
Experience the Heart of Kalk Bay,Cape Town,503
The see view   lodge,Cape Town,13998
Lakeside Heights,Cape Town,2293
An Artist Haven,Cape Town,1356
Luxury Apartment and stunning views,Cape Town,4335
Walmer Estate,Cape Town,2503
"Romantic Bedroom, In Paradise!",Cape Town,448
Lovely 2 Bed & Bath Apartment,Cape Town,993
Camps Bay Hideaway,Cape Town,755
"Fern Close Villa, Constantia",Cape Town,7300
Spacious Open-plan Home,Cape Town,3007
Best sunset view - homely apartment,Cape Town,937
"Spacious apartment, 2min from beach",Cape Town,1496
Luxury apartment in Cape Town,Cape Town,797
Two Bedroom Sea View Apartment,Cape Town,4601
Two Bedroom Mountain View Apartment,Cape Town,3440
Modern Home in Secure Estate,Cape Town,1147
LUXURIOUS HOME STUNNING SEA  VIEWS,Cape Town,11887
Cape Cod flavored beach house,NA,1398
"Cape Town, Mouille Point Beach, V&A Waterfront",Cape Town,1119
1 Bedroom Apartment - Cape Town,Cape Town,993
Furnished Room to let for Holiday,Cape Town,503
Bayview Heights Gem,Cape Town,1189
ATLANTIC EDGE Contemporary Beach,Cape Town,16502
Self-Catering Garden Cottage,Cape Town,545
Country home on horse farm,Cape Town,1902
Ideally situated townhouse,Cape Town,4000
Rosemary,Cape Town,895
"Secure Upmarket unit, Mountain View",Cape Town,2797
Bannockburn 404 - Waterfront Village,Cape Town,7244
Funished Single Bedroom,Cape Town,350
Luxury Penthouse with Private Rooftop Pool,"De Waterkant, Cape Town",3496
Juliette 007 - Waterfront Village,Cape Town,4293
"Cape Town, on the beach, exquisite sea views",Cape Town,755
Carradale 202 - Waterfront Village,Cape Town,5999
De Waterkant - Table Mountain View,Cape Town,2699
Thyme (price per room),Cape Town,895
Studio Apartment in 5 star Hotel,Cape Town,2405
Sage (price per room),Cape Town,895
Your home away from home,Cape Town,1105
Bedroom private shower own entrance,Cape Town,350
The Green Room Studio,Cape Town,699
Beachfront penthouse  with jacuzzi,Cape Town,1329
Huge 5 bedroom house in Milnerton,Cape Town,420
Immaculate Vacation & Business Base,Cape Town,769
Relax and unwind in this urban sanctuary for 6,Cape Town,1245
Sunny 2bed in Harfield,Cape Town,699
Tranquil Garden Apartment,Cape Town,1161
Comfortable Bedroom in Observatory - 1 or 2 people,Cape Town,350
"Contemporary, convenient apartment",Cape Town,1748
Neat Studio with Mountain View,Cape Town,475
Family Home in Secure Estate,Cape Town,5006
"Sunny, newly renovated apartment",Cape Town,601
On-suite Room with Own Entrance,Cape Town,392
24 Rosmead Avenue,Cape Town,406
Beach Road 1 Bedroom Apartment,Cape Town,2098
"Private, 2 bed Cottage, with excellent Views !!",Cape Town,979
Sunny Townhouse in Claremont CPT,Cape Town,1245
Perfect entertainer home  !,Cape Town,7006
@28 Fairmount View,Cape Town,979
Quaint Victorian in Tamboerskloof,Cape Town,1566
Four bedroom home with the best sea views,Cape Town,7244
Quest Bed and Breakfast,Cape Town,643
B&B,Cape Town,1189
Ground floor 3 bedroom apartment,Cape Town,2377
Spectacular Triplex Penthouse with Rooftop Deck,Cape Town,5006
SWIFT DELUXE KING SUITE #2,Cape Town,951
Luxurious penthouse near Waterfront,Cape Town,6503
Camps Bay Chalet Apartment,Cape Town,2377
Family home in central CapeTown,Cape Town,1678
Luxury self-catering apartments (2),"Somerset West,",3105
CAMPS BAY DRIVE VILLA,Cape Town,17495
"Upmarket,modern Family Home in Claremont,Cape Town",Cape Town,5006
Amazing home on the beach in Kommetjie,Cape Town,4853
Superb 1930's house in Oranjezicht,Cape Town,3496
"MODERN FAMILY GROUND FLOOR APARTMENT, CAPE TOWN",Cape Town,2196
Gorgeous Apartment with Sea Views,Cape Town,1007
Modern Apartment with Mountain View,Cape Town,895
Mountain Views Villa - Cape Town,Cape Town,4643
Wonderful apartment in Green Point,Cape Town,1077
De Waterkant Appartment,Cape Town,1189
"Sea Sounds and Dramatic Views, Simon's Town",NA,699
"Spacious, central 2 Bedr apartment",Cape Town,1245
"Sunny, family friendly house",Cape Town,4992
Andante - holiday & business apartment,Cape Town,406
"Bishopscourt / Kirstenbosch Gardens , Cape Town",Cape Town,2909
Be part of our family,Cape Town,629
Green Point close to City Centre,Cape Town,1301
Light and airy beach home,Cape Town,1189
MASSIVE loft  in CT with a Unique Decor,Cape Town,587
Mountain View Guest Cottage,Cape Town,643
Lovely studio apt in Green Point,Cape Town,951
Sea Cottage Rentals,Cape Town,3007
Brook House,Cape Town,951
Warwick Road. West Beach,Cape Town,755
Separate on suite cosy bedroom,Cape Town,364
Tranquil Golf  Estate on West Coast,Cape Town,699
Charming Coastal Villa,Cape Town,3496
Romantic Rooftop Apartment,Cape Town,1007
"Ocean Heather - Great sea views, spacious, WIFI",Cape Town,1454
"Sunnybrae Cottage, Rondebosch",Cape Town,503
Great Family Home,Cape Town,1860
Cosmopolitan Cape Town,Cape Town,350
See the Ocean from the Hibiscus Camps Bay Garden Apartment,Cape Town,2531
Cosy Capstone,Cape Town,1105
Atlantic Tranquility,Cape Town,5160
Luxury Seafront Apartment with Big Balcony,Cape Town,2000
Vento Budget Family Room,Cape Town,1301
Earth and Sky,Cape Town,1650
"Sunny, private room in quiet area.",Cape Town,448
Upepo Budget Family Room,Cape Town,1301
Dormitory Rooms,Cape Town,280
Charming cottage in art deco hub,Cape Town,951
Lagoon Beach Hotel & Apartments,Kaapstad,5734
Century City 1-bed apartment,Cape Town,629
Sea Point Accommodation,Cape Town,406
Sunny flat in leafy Claremont,Cape Town,657
"Sunny, secluded, safe and welcoming",Cape Town,420
Relaxing Oasis on the Slopes of Hout Bay Valley,Cape Town,1203
Artists house,Cape Town,685
Your home in the middle of CapeTown,Cape Town,825
"Huge Room + own Sea View Balcony, Perfect Location",Cape Town,503
Country Accommodation Close to Town,Cape Town,378
Suburban Bliss,Cape Town,350
Great place in Newlands,Cape Town,1902
Bishopscourt Villa,Cape Town,2853
Beau Vallon Village,Cape Town,1259
Holiday Room to Rent in Secure Comp,Cape Town,503
Beautiful Private Room in Bo Kaap,Cape Town,378
U3 - Sunny Self Catering Unit by the Sea,Cape Town,1496
Winter Break in Cape Town,Cape Town,825
ART DECO STUDIO | Helicopter Views,Cape Town,699
Mountain View  1,Cape Town,601
Designer City Entertainer's Pad,Cape Town,2489
Sunny apartment with mountain views,Cape Town,601
Convenient Newlands cottage,Cape Town,350
Modern apartment with sea views,Cape Town,1496
Table Mountain Haven,Cape Town,1203
Sea view flat in holiday resort,Cape Town,1203
House for Relaxed Holiday Living,Cape Town,4195
"Quiet, Garden Apartment for One.",Cape Town,573
Lovely Garden Studio in Vredehoek,Cape Town,755
Beautiful apartment close to Ocean!,Cape Town,699
U4 - Self Catering Unit in Sunny Strand,Cape Town,1496
"Strelitzia Apartment, Llandudno",Cape Town,1496
Tranquil & Romantic Courtyard Unit,Cape Town,545
Atlantic Palms - Starfish 2 Bedroom Apartment,Cape Town,4000
Spectacular Camps Bay Sea View Villa | Valtameri,Cape Town,5006
Self Catering Chalet on Wine Estate,Cape Town,2895
"Southern Right House, Misty Cliffs",Cape Town,3650
"Adriano's Villa, Camps Bay, Cape To",Cape Town,7999
Central and close to tourist venues,Cape Town,909
Double Room - 5 mins from beach,Cape Town,392
Central apartment with ocean view,Cape Town,1398
"Twin bedroom, INSIDE   secure upmarket apart  ,",Cape Town,350
Bright and Light in the City,Cape Town,643
La Sal - Lorax,Cape Town,629
Fully renovated apartment,Cape Town,1748
Trendy 1 bedroom in Gardens,Cape Town,1398
"Modern, family home",Cape Town,3496
Riverside Cottages -2 double bedded,Cape Town,2098
"Light, Modern & Secure",Cape Town,979
Pretty Private Room in Luxury Villa,Cape Town,895
Secure and Relaxed Urban Oasis in Central Sea Point,Cape Town,5034
Kiters room/ kite beach,Cape Town,392
"Direkt am See Zeekoevlei, Kapstadt",Cape Town,364
Palmboom Loft,Cape Town,895
Camps Bay Garden Suite,Cape Town,1007
Stylish Garden Flat with Cats : 8 min to beach,Cape Town,406
Bellrick house,Cape Town,601
Bachelors on Kloof Street.,Cape Town,699
"Seaviews, modern and central",Cape Town,1301
Double room with ensuite bathroom in city centre,Cape Town,475
"Chez Belle
Self Catering",Cape Town,797
497 @The Farm Village,Cape Town,3202
Renovated Home in Harfield Village,Cape Town,1007
Atlantic Palms - Sand Dollar 3 Bed Apartment,Cape Town,4503
Atlantic Palms - Sunset Penthouse Luxury Apartment,Cape Town,5006
Atlantic Palms - Atlantic Suite Apartment,Cape Town,4000
Atlantic Palms - Seashells Apartment,Milnerton,4503
10 De Dam Bridal preparation venue and cottage,Cape Town,2643
"House Ingrid, Hout Bay",Cape Town,3370
"Elements Lodge,  en-suite room in guesthouse",Cape Town,559
Camps Bay Luxury Villa,Cape Town,4125
"Cape Royale, Green Point, Cape Town",Cape Town,3370
Friends sans Benefits,Cape Town,252
Fish Hoek Sea View Self Catering ECHO BEACH,Cape Town,951
Saltriver/Woodstock appartment,Cape Town,685
Holiday home to let,Cape Town,2098
"Elements Lodge, en-suite room in guesthouse",Cape Town,559
Luxurious Living in the Heart of Greenpoint,Cape Town,2196
Walk to the Beach from a Tranquil House Immersed in Nature,Cape Town,1664
Lagoon Beach Cape Town,Cape Town,1538
Surf Yoga Beach Home opposite beach,Cape Town,979
"Elements Lodge,  apartment in guesthouse",Cape Town,755
"City, Mountain & Sea Views with Mall downstairs",Cape Town,965
"Central, Convenient, Beautiful Apt.",Cape Town,601
"Tilla's Place, home away from home.",Cape Town,853
Rooms at Culpeper's Lodge,Cape Town,755
Modern Blouberg Apartment - close to beach,Cape Town,1986
Trendy & Panoramic Lock-up and Go,Cape Town,741
"Suburban Flatlet, Southern Suburbs",Cape Town,601
Chic & Modern De Waterkant Apartment,Cape Town,1077
"Beachfront 2-Bedroom Luxury Sea Point, Epic Views",Cape Town,1958
Roomy & Trendy Apartment,Cape Town,727
"Views, Expansive Space and Luxury in Heart of City",Cape Town,3916
Auer Haus at the Seaside,Cape Town,699
UPMARKET STUDIO - SEA POINT,Cape Town,406
Grandiflora Guesthouse in Camps Bay,Cape Town,1972
The Garden Cottage Durbanville,Cape Town,699
"Icon 913, sleeps 3, A/C, Working Pool, FREE WIFI",Cape Town,1454
Beautiful sunlit room in Obs,Cape Town,420
Atlantic Palms - Ocean View Luxury Apartment,Cape Town,4000
"High Places, Spacious Apartment Cape Town",Cape Town,2196
"Blouberg, West Beach SINGLE ROOM",Cape Town,182
OttawaPalms VILLA with housekeeping,Cape Town,2503
Beach holiday and beautiful seaview,Cape Town,2000
Beautiful quaint seaside village,Cape Town,1007
Private room with pool,Cape Town,685
Woodstock Luxury Home,Cape Town,881
"Breathtaking Ocean views, Nature surrounds",Cape Town,1370
"Views, sunshine and convenience!",Cape Town,2000
Designer Loft 'Basil' with own lush terrace,Cape Town,1454
3 Bedroom house with pool.,Cape Town,1594
Quirky and Fun Two Bedroom Home,Cape Town,2517
Vrede Self Catering,Cape Town,867
La Sal - Mooney,Cape Town,629
LIVING IN CAMPS BAY ONE,Cape Town,685
Affordable Self-Catering House - 6,Cape Town,1301
2 x 6 sleeper self catering unit/apartment /flat,Cape Town,2000
Beautiful family home with pool,Cape Town,350
The Moorings Constantia,Cape Town,4195
Penthouse with Magnificent Views,CAPE TOWN,5943
Beautiful ocean-side living!,Cape Town,545
Hout Bay Holiday Cottage,Cape Town,448
"Close 2 transport, shops and beach",Cape Town,671
Refined Modern Staffed Villa in Llandudno,Cape Town,23997
Gorgeous garden flat in Muizenberg,Cape Town,503
Double storey apartment with aircon & safe parking,Kraaifontein,699
LUXURY HOUSE WITH POOL  NEAR BEACH,Cape Town,5748
Ground Floor apartment Newlands - light & bright,Cape Town,1021
185 on Beach Deluxe Seaside Suite,Cape Town,1566
Fully Furnished 1 Bedroom,Cape Town,629
907 Elegance in Cape Town with Mountain View,Cape Town,1370
"Affordable, perfect holiday location flat",Cape Town,1986
Forty Wings Bed & Breakfast,Cape Town,643
Beautiful spacious family home,Cape Town,2503
Seaview 10 Monte Carlo Camps Bay,Cape Town,3188
Taste true SA hospitality,Cape Town,629
CITY GARDEN STUDIO w private entrance & wifi,Cape Town,503
05DB-Studio on sea front with views,Cape Town,951
Unique artist family home with mountain view,Cape Town,350
Private Room in Fresnaye Cottage,Cape Town,713
Ideal for exchange students,Cape Town,210
Central Greenpoint apartment.,Cape Town,1496
Studio Apartment,Cape Town,839
Luxury Apartment,Cape Town,1301
Cape Town family home in the perfect location.,Cape Town,3398
Deluxe Apartment,Cape Town,1007
My Welgemoed flat,Cape Town,601
Coastal Estate Villa with Panoramic Views,Cape Town,2503
1 Bed/1 Bath in Rockwell Hotel,Cape Town,755
